CHILD,PATTERN_ABSTRACT,POS,CHILD_DER_CAT,PARENT,PARENT_PATTERN_ABSTRACT,PARENT_POS,
ADJ:ma1o2uw3,ma1o2uw3,ADJ,DES_ADJ,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
ADJ:ma1o2uw3,ma1o2uw3,ADJ,DES_ADJ,V_I:1a2a3,1a2a3,VERB,
ADJ:ma1o2uw3,ma1o2uw3,ADJ,DES_ADJ,V_I:1a2i3,1a2i3,VERB,
MASDAR_M: ma1o2a3,ma12a3,NOUN,MASDAR_M,V_I:>a1o2a3,>a1o2a3,VERB,
MASDAR_M: ma1o2a3,ma12a3,NOUN,MASDAR_M,V_IV:>a1o2a3_INTRANS,>a1o2a3_INTRANS,VERB,
MASDAR_M:ma1A3,ma1A3,NOUN,MASDAR_M,V_I:1a2a3,1a2a3,VERB,
MASDAR_M:ma1A3,ma1A3,NOUN,MASDAR_M,V_I:1a2i3,1a2i3,VERB,
MASDAR_M:ma1A3,ma1A3,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR_M:ma1A3,ma1A3,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR_M:ma1A3,ma1A3,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR_M:ma1a3o3+ap,ma1a3o3+ap,NOUN,MASDAR_M,V_I:1a2a3,1a2a3,VERB,
MASDAR_M:ma1a3o3+ap,ma1a3o3+ap,NOUN,MASDAR_M,V_I:1a2i3,1a2i3,VERB,
MASDAR_M:ma1a3o3+ap,ma1a3o3+ap,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR_M:ma1a3o3+ap,ma1a3o3+ap,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR_M:ma1a3o3+ap,ma1a3o3+ap,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR_M:ma1iy3,ma1iy3,NOUN,MASDAR_M,V_I:1a2a3,1a2a3,VERB,
MASDAR_M:ma1iy3,ma1iy3,NOUN,MASDAR_M,V_I:1a2i3,1a2i3,VERB,
MASDAR_M:ma1iy3,ma1iy3,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR_M:ma1iy3,ma1iy3,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR_M:ma1iy3,ma1iy3,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR_M:ma1o2a3,ma1o2a3,NOUN,MASDAR_M,V_I:1a2a3,1a2a3,VERB,
MASDAR_M:ma1o2a3,ma1o2a3,NOUN,MASDAR_M,V_I:1a2i3,1a2i3,VERB,
MASDAR_M:ma1o2a3,ma1o2a3,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR_M:ma1o2a3,ma1o2a3,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR_M:ma1o2a3,ma1o2a3,NOUN,MASDAR_M,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR_M:ma1o2i3+ap,ma1o2i3+ap,NOUN,MASDAR_M,V_I:1a2a3,1a2a3,VERB,
MASDAR_M:ma1o2i3+ap,ma1o2i3+ap,NOUN,MASDAR_M,V_I:1a2i3,1a2i3,VERB,
MASDAR_M:ma1o2i3+ap,ma1o2i3+ap,NOUN,MASDAR_M,V_I:1a2i3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR_M:ma1o2i3+ap,ma1o2i3+ap,NOUN,MASDAR_M,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2a3,1a2a3,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2a3,1a2a3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2A3,1a2A3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2A3,1a2A3,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2A3,1a2A3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1a2A3,1a2A3,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2A3,1a2A3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1i2A3,1i2A3,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1i2A3,1i2A3,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2a3+ap,1a2a3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2a3+ap,1a2a3+ap,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2a3+ap,1a2a3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1a2a3+ap,1a2a3+ap,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2A3+ap,1a2A3+ap,NOUN,N_VERB_I,V_I:1a2u3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1a2a3An,1a2a3An,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1a2a3An,1a2a3An,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2a3An,1a2a3An,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2a3An,1a2a3An,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2a3An,1a2a3An,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1a2iy3,1a2iy3,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2iy3,1a2iy3,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2iy3+ap,1a2iy3+ap,NOUN,N_VERB_I,V_I:1a2u3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1a2iy3+ap,1a2iy3+ap,NOUN,N_VERB_I,V_I:1a2u3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1a2iy3+ap,1a2iy3+ap,NOUN,N_VERB_I,V_I:1a2u3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2iy3+ap,1a2iy3+ap,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2iy3+ap,1a2iy3+ap,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2o3,1a2o3,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2o3,1a2o3,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2o3+ap,1a2o3+ap,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2o3+ap,1a2o3+ap,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2o3aY,1a2o3aY,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2o3aY,1a2o3aY,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2o3aY,1a2o3aY,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1a2uw3,1a2uw3,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2uw3,1a2uw3,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1a2uw3,1a2uw3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1a2uw3,1a2uw3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2uw3,1a2uw3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1i2A3+ap,1i2A3+ap,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1i2A3+ap,1i2A3+ap,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1i2o3,1i2o3,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1i2o3,1i2o3,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1i2o3+ap,1i2o3+ap,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1i2o3+ap,1i2o3+ap,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1i2o3An,1i2o3An,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1i2o3An,1i2o3An,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1u2A3,1u2A3,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1u2A3,1u2A3,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1u2o3,1u2o3,NOUN,N_VERB_I,V_I:1a2u3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1u2o3,1u2o3,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1u2o3,1u2o3,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1u2o3+ap,1u2o3+ap,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1u2o3+ap,1u2o3+ap,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2a3,1a2a3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1a2a3,1a2a3,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1a2a3,1a2a3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1i2A3,1i2A3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1i2A3,1i2A3,NOUN,N_VERB_I,V_I:1a2u3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1i2A3,1i2A3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2iy3,1a2iy3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2iy3,1a2iy3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1a2iy3,1a2iy3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1a2o3,1a2o3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2o3,1a2o3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1a2o3,1a2o3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1a2o3+ap,1a2o3+ap,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2o3+ap,1a2o3+ap,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1a2o3+ap,1a2o3+ap,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1a2o3aY,1a2o3aY,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1a2o3aY,1a2o3aY,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1i2A3+ap,1i2A3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1i2A3+ap,1i2A3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1i2A3+ap,1i2A3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1i2o3,1i2o3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1i2o3,1i2o3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1i2o3,1i2o3,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1i2o3+ap,1i2o3+ap,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1i2o3+ap,1i2o3+ap,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1i2o3+ap,1i2o3+ap,NOUN,N_VERB_I,V_I:1a2i3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1i2o3An,1i2o3An,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1i2o3An,1i2o3An,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1i2o3An,1i2o3An,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1u2A3,1u2A3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1u2A3,1u2A3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1u2A3,1u2A3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1u2o3,1u2o3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1u2o3,1u2o3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1u2o3+ap,1u2o3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1u2o3+ap,1u2o3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
